timestamp,open,high,low,close,volume
2024-09-16 09:30:00,419.0136913511503,419.0599732665184,418.533724148245,418.5554196206344,349632
2024-09-16 09:31:00,418.55916389904223,418.76818134940686,418.22816058628695,418.65604678221007,322398
2024-09-16 09:32:00,418.6288458939309,418.9473797934722,418.4066642598896,418.78018544211886,294385
2024-09-16 09:33:00,418.7374562768036,418.763731555364,418.2199008809652,418.5845152929545,353864
2024-09-16 09:34:00,418.610185830112,418.9249718260529,418.5604233361845,418.6889972269025,309669
2024-09-16 09:35:00,418.69396694515024,418.7812862365717,418.2138026031297,418.2952796127624,367688
2024-09-16 09:36:00,418.27266351593335,418.5235259103947,418.211182176714,418.4986446521459,297248
2024-09-16 09:37:00,418.53718440121816,418.79767376920654,417.8528819432808,418.1327552944204,347725
2024-09-16 09:38:00,418.1169845754896,418.2632000522491,417.9713019478096,418.1839300477264,322390
2024-09-16 09:39:00,418.195903541854,419.2368203598203,418.5128350454161,419.0400023934657,374427
2024-09-16 09:40:00,418.9306580200625,419.3663820865822,418.8510465373977,419.2247536335683,348113
2024-09-16 09:41:00,419.2090802465269,419.7913303084993,419.17122496020914,419.7312525877267,281190
2024-09-16 09:42:00,419.70711431627353,420.0203587901348,419.4794944602224,419.9886595232067,334456
2024-09-16 09:43:00,419.9277596937338,420.1684256770887,419.6571655772068,419.908300592136,346727
2024-09-16 09:44:00,419.9061730581296,420.0541873238697,419.4921569939762,419.6309168865561,348392
2024-09-16 09:45:00,419.7226152021683,419.88060718563554,419.25759230973256,419.4224373735397,362764
2024-09-16 09:46:00,419.321147653726,419.6186643389558,419.2003701949242,419.4693545515941,322858
2024-09-16 09:47:00,419.5589740836003,419.7044082760608,419.07526036049234,419.1410921779958,307361
2024-09-16 09:48:00,419.141450663972,419.197795971238,418.4805262980445,418.5921080177082,324651
2024-09-16 09:49:00,418.6262374082558,418.6393629035141,417.86397600469,417.8935743203044,360882
