timestamp,open,high,low,close,volume
2024-09-16 09:30:00,419.0136913511503,419.0136913511503,418.990770695323,418.990770695323,1146
2024-09-16 09:30:01,418.99501669472863,419.0599732665184,418.9888155441425,419.0287772731031,6569
2024-09-16 09:30:02,419.0206807689604,419.0503831755513,418.9769390139421,418.9982481278392,9895
2024-09-16 09:30:03,418.9672452498268,418.9672452498268,418.9204835350105,418.9498203350197,6425
2024-09-16 09:30:04,418.8655850444211,418.8655850444211,418.7593296785267,418.7928393968134,1431
2024-09-16 09:30:05,418.8057132929848,418.82231628491706,418.8057132929848,418.8136336169495,2311
2024-09-16 09:30:06,418.83942705121376,418.8835076103474,418.7929628051178,418.80777093394926,6399
2024-09-16 09:30:07,418.7772412841231,418.83484124922296,418.7772412841231,418.824611340088,8755
2024-09-16 09:30:08,418.8260181321016,418.8727347702281,418.8085903106736,418.86770781669486,2137
2024-09-16 09:30:09,418.8001973169818,418.86103346923096,418.7986906037517,418.82493819744536,10734
2024-09-16 09:30:10,418.7767333941938,418.8120621290528,418.7462274441992,418.7903169768658,8739
2024-09-16 09:30:11,418.8000771277907,418.8270730977864,418.73992651406246,418.7737787216869,3966
2024-09-16 09:30:12,418.7323870388804,418.7719667011169,418.7226993748124,418.7226993748124,5329
2024-09-16 09:30:13,418.7748521481621,418.7835587810832,418.7393958827814,418.7568855134724,2341
2024-09-16 09:30:14,418.69981023800256,418.7713171816199,418.6935968347639,418.7199310215354,10572
2024-09-16 09:30:15,418.62787226440366,418.7157048766898,418.60506588875,418.61121512293096,4684
2024-09-16 09:30:16,418.6073233448198,418.6151459298197,418.60316977235146,418.60316977235146,3000
2024-09-16 09:30:17,418.62518483412777,418.6569381067687,418.605637448966,418.6569381067687,1511
2024-09-16 09:30:18,418.6465155407552,418.6465155407552,418.5765057069227,418.62109536514697,8845
2024-09-16 09:30:19,418.6250808639918,418.63265012863326,418.6250808639918,418.63265012863326,116
2024-09-16 09:30:20,418.632664758671,418.6431925383827,418.6145089537297,418.6234212157983,7752
2024-09-16 09:30:21,418.6903941149508,418.69653486932367,418.6268233666239,418.6410743640799,7451
2024-09-16 09:30:22,418.665081188366,418.665081188366,418.665081188366,418.665081188366,105
2024-09-16 09:30:23,418.7180832435807,418.7387297406354,418.6881915412324,418.6643766170209,10650
2024-09-16 09:30:24,418.7104108903295,418.7416146475315,418.69678183917097,418.73688657572205,908
2024-09-16 09:30:25,418.7063829225731,418.7402574507744,418.67510815631584,418.7018750329276,13646
2024-09-16 09:30:26,418.68440510834927,418.6946517687747,418.68303239431407,418.6833976474445,2282
2024-09-16 09:30:27,418.66173998578296,418.66173998578296,418.66173998578296,418.66173998578296,1004
2024-09-16 09:30:28,418.6630835448833,418.7601863378931,418.6165370939796,418.6783538319837,10894
2024-09-16 09:30:29,418.7164246045221,418.74000606804464,418.6922051112966,418.7208542465869,7840
2024-09-16 09:30:31,418.7109702149108,418.7856109995012,418.73857739602585,418.73857739602585,467
2024-09-16 09:30:32,418.7550429754528,418.784417449884,418.7321015743997,418.7384353716219,8722
2024-09-16 09:30:33,418.7786526552529,418.7786526552529,418.68178120111537,418.72764285418646,6849
2024-09-16 09:30:34,418.7136710031381,418.739343943062,418.690584897872,418.7155054984127,8209
2024-09-16 09:30:35,418.7556566073674,418.7772125893802,418.7106271112538,418.7421769395394,5428
2024-09-16 09:30:36,418.81555639153663,418.8668003965934,418.7456619934917,418.75312606193614,12464
2024-09-16 09:30:37,418.8484898947775,418.87373317363193,418.8118154225654,418.8545231612114,5537
2024-09-16 09:30:38,418.6622736692695,418.8413394680719,418.6461797041429,418.7267327325428,6800
2024-09-16 09:30:39,418.6909739384005,418.7189999450045,418.6516238409215,418.699962327831,4097
2024-09-16 09:30:40,418.70715275391086,418.7581425668502,418.6599268601829,418.7441943341471,10149
2024-09-16 09:30:41,418.65150013800695,418.66522949766335,418.6484294370237,418.6549319258902,4409
2024-09-16 09:30:42,418.64101895495367,418.69874375871854,418.6181014415221,418.6380821830836,9794
2024-09-16 09:30:43,418.7116974618814,418.7397459957731,418.6802525261934,418.7110277468001,7794
