timestamp,open,high,low,close,volume
2024-09-16 09:30:00,419.0136913511503,420.1684256770887,416.9159688445866,417.7745587729524,19337930
2024-09-16 10:30:00,417.8506365673338,418.2826428239957,415.9849608650152,417.0513238692242,19523878
2024-09-16 11:30:00,417.0636540817621,418.9938572143888,415.2586125991972,415.48121632860347,19565917
2024-09-16 12:30:00,415.49330864001377,418.3969489833373,414.5145407602207,415.1955711643512,19347719
2024-09-16 13:30:00,415.1943988393672,416.14410479888863,413.3129990834692,414.7828728768383,19593062
2024-09-16 14:30:00,414.69469154552166,420.0776303648272,414.6363682782439,415.62737549326994,19670276
2024-09-16 15:30:00,415.6574992292861,418.148365305141,413.7920261966617,416.8976535159807,10052284
2024-09-16 16:30:00,417.04893419714665,418.8503690131187,415.2792543946287,415.4661881593455,197695
2024-09-16 17:30:00,415.6030588711284,418.3170395622432,414.6270619780392,415.18518014565575,187757
2024-09-16 18:30:00,415.1542285608135,416.0408813978836,413.3528449804431,414.84821908737786,218668
2024-09-16 19:30:00,414.7610961904194,417.35942511966215,414.7308927689128,415.3082133749776,180252
2024-09-16 20:30:00,415.295261458538,417.290782717746,413.8801534897036,416.8739831924321,93528
2024-09-17 09:30:00,416.8711605675353,417.8272808856695,413.5312347792755,415.2493594932959,19513692
2024-09-17 10:30:00,415.3912048794485,417.5012722009829,413.3854892736814,416.37407732271896,19123572
2024-09-17 11:30:00,416.4426888146603,417.15630423351183,406.7780762241837,407.42518067119073,19283720
2024-09-17 12:30:00,407.4342833126268,407.9172832156085,400.9730695238976,401.014056154722,19166338
2024-09-17 13:30:00,400.9565050067392,405.6985580903042,400.50980418093496,405.1824079100466,19421150
2024-09-17 14:30:00,405.21414287271097,417.6528736868372,405.1133487792024,408.95040289725057,19886671
2024-09-17 15:30:00,408.9742049560478,416.7633059412351,407.27082494083226,407.5943749666637,9666046
